company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,operating_activity,investing_activity,financing_activity,net_cash_flow,company_name,id,peer_group,is_benchmark,return_on_equity_pct_percentile,operating_profit_margin_pct_percentile,net_profit_margin_pct_percentile,debt_to_equity_percentile,free_cash_flow_cr_percentile,interest_coverage_percentile,asset_turnover_percentile,market_cap_crore_percentile,pe_ratio_percentile,dividend_yield_pct_percentile
ABB,,20.53,25.0,32.47,0.0224,141.75,1.1263,797.0,416.0,565.0,17.6143,73.0,83,1213.0,,,,,,,6066.0,4519.0,1547.0,26.0,265.0,11.0,72.0,1728.0,,1285.0,605.0,,,,,,,,,,,,,,,,Abbott India Ltd,,No peer group assigned,,0.852510460251046,0.6090146750524109,0.7620545073375262,0.7824267782426778,0.6317991631799164,0.9097826086956522,0.6928721174004193,,,
ABB,,20.53,25.0,32.47,0.0224,141.75,1.1263,1095.0,4943.0,565.0,17.6143,73.0,83,6038.0,,,,,,,6066.0,4519.0,1547.0,26.0,265.0,11.0,72.0,1728.0,,1285.0,605.0,,,,,,,,,,,,,,,,Abbott India Ltd,,No peer group assigned,,0.852510460251046,0.6090146750524109,0.7620545073375262,0.7824267782426778,0.6788702928870293,0.9097826086956522,0.6928721174004193,,,
ADANIENSOL,,,,0.0,0.0,,,0.0,0.0,0.0,0.1,,0,0.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.04602510460251046,,,0.9518828451882845,0.3378661087866109,,,,,
ADANIENSOL,,-5.34,78.0,-0.65,8.9575,1.4247,0.0114,-1899.0,1864.0,0.0,0.0994,0.0,9701,-35.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.04184100418410042,0.8721174004192872,0.025157232704402517,0.043933054393305415,0.17677824267782427,0.09565217391304348,0.010482180293501049,,,
ADANIENSOL,,16.77,88.0,13.77,3.2129,2.0867,0.1868,728.0,816.0,3.0,0.2429,0.0,8585,1544.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.3807531380753138,0.8867924528301887,0.7211740041928721,0.12970711297071125,0.6098326359832636,0.15869565217391304,0.21174004192872117,,,
ADANIENSOL,,14.46,69.0,14.12,3.0455,2.2179,0.2245,459.0,1730.0,4.0,0.2679,0.0,8975,2189.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.39748953974895396,0.8522012578616353,0.6415094339622641,0.13598326359832635,0.5219665271966527,0.1782608695652174,0.27882599580712786,,,
ADANIENSOL,,28.98,72.0,18.87,1.7216,3.3149,0.2284,-994.0,3192.0,10.0,0.5506,0.0,10428,2198.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.5564853556485355,0.859538784067086,0.8637316561844863,0.19874476987447698,0.22489539748953974,0.28043478260869564,0.2893081761006289,,,
ADANIENSOL,,7.649999999999999,38.0,6.950000000000001,2.5037,2.2387,0.2244,-459.0,3050.0,5.0,0.7312,0.0,20137,2591.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.15690376569037656,0.7274633123689728,0.3081761006289308,0.16527196652719667,0.25418410041841005,0.18478260869565216,0.27672955974842767,,,
ADANIENSOL,,6.18,37.0,8.309999999999999,2.8528,2.0192,0.2875,-206.0,5643.0,7.0,0.7726,0.0,24246,5437.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.1903765690376569,0.7211740041928721,0.2348008385744235,0.15481171548117156,0.2897489539748954,0.1565217391304348,0.3333333333333333,,,
ADANIENSOL,,13.0,40.0,14.46,3.0379,2.3925,0.2296,-225.0,4009.0,11.0,0.8108,0.0,27095,3784.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.401673640167364,0.7327044025157232,0.5744234800838575,0.13807531380753135,0.28556485355648537,0.20652173913043478,0.2914046121593291,,,
ADANIENSOL,,10.98,37.0,12.47,3.0164,2.3222,0.2372,161.0,3936.0,11.0,0.9012,0.0,29902,4097.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.3253138075313807,0.7211740041928721,0.48218029350104824,0.14225941422594146,0.4131799163179916,0.1934782608695652,0.2976939203354298,,,
ADANIENSOL,,9.64,34.0,10.9,2.9168,2.1938,0.2465,-922.0,4699.0,11.0,1.0537,0.0,34270,3777.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.25313807531380755,0.6886792452830188,0.4109014675052411,0.15062761506276146,0.23117154811715482,0.17391304347826086,0.32075471698113206,,,
ADANIENSOL,,7.199999999999999,30.0,9.46,2.9325,2.2848,0.2837,1095.0,4943.0,10.0,1.1337,0.0,37070,6038.0,,,,,,,22099.0,15507.0,6592.0,,-844.0,3183.0,1912.0,653.0,,589.0,6.0,,,,,,,,,,,,,,,,Adani Energy Solutions Ltd,,No peer group assigned,,0.2196652719665272,0.6509433962264151,0.2893081761006289,0.14853556485355646,0.6788702928870293,0.1891304347826087,0.32914046121593293,,,
ADANIENT,,2.63,13.0,5.69,3.2404,2.2325,0.4145,-7124.0,14790.0,15.0,19.4509,10.0,69332,7666.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.13179916317991633,0.2578616352201258,0.09433962264150944,0.12761506276150625,0.100418410041841,0.1826086956521739,0.40461215932914046,,,
ADANIENT,,4.82,17.0,11.14,3.0298,1.8482,0.4653,221.0,8007.0,20.0,21.5973,7.0,71980,8228.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.26569037656903766,0.3888888888888889,0.18343815513626835,0.14016736401673635,0.4393305439330544,0.14130434782608695,0.42138364779874216,,,
ADANIENT,,3.56,19.0,8.93,3.2483,1.8767,0.4932,-2933.0,11465.0,18.0,23.3891,8.0,83571,8532.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.20397489539748953,0.45387840670859536,0.1331236897274633,0.12552301255230125,0.15690376569037656,0.14565217391304347,0.43186582809224316,,,
ADANIENT,,2.94,5.0,7.470000000000001,1.4329,2.0103,0.816,3287.0,1825.0,9.0,12.1618,4.0,19169,5112.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.17782426778242677,0.07756813417190776,0.1069182389937107,0.2573221757322176,0.8535564853556485,0.15217391304347827,0.59958071278826,,,
ADANIENT,,2.53,5.0,6.54,1.4747,2.109,0.7673,-686.0,1460.0,9.0,12.8509,4.0,20846,774.0,,,,,,,102311.0,88418.0,13893.0,14.0,1489.0,4150.0,3541.0,7691.0,,6086.0,49.0,,,,,,,,,,,,,,,,Adani Enterprises Ltd,,No peer group assigned,,0.15271966527196654,0.07756813417190776,0.09224318658280922,0.2531380753138075,0.2405857740585774,0.1608695652173913,0.5723270440251572,,,
